id,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AA,AA,AA,AA,AA,AA,AA,AA
21960000,-24.83,-27.56142196,-26.08281589,-26.3734984,-25.54027341,-24.69874544,-26.40141819,-26.26452341,-27.72939755,-24.94249441,-30.88677696,-25.36778715,-25.3404838,-24.64981407,-28.81908435,-25.11293265,-26.63408208,-25.1930344,-28.15448392,-25.29268721,-25.65624924,-29.31524317,-24.93897942,-25.40970769,-26.80476968,-25.12,-25.39,-27.50,-27.55,-27.24,-27.68,-26.98,-27.07
22958000,-26.12,-27.74961807,-27.44084789,-27.73747309,-26.85059241,-25.98566636,-27.739865,-27.62187539,-29.50330994,-26.22977188,-32.94009591,-26.67101483,-26.64124075,-25.91488389,-30.69451171,-26.42336711,-28.25706627,-26.49787308,-29.91030434,-26.58635155,-26.96651503,-30.99113692,-26.21567374,-26.72344258,-28.39311936,-26.42,-26.70,-28.27,-28.56,-27.90,-28.39,-27.34,-27.49
23956000,-27.45,-28.92500864,-28.82818309,-29.15476694,-28.19135102,-27.29066582,-29.09648656,-28.9883221,-31.18938729,-27.53936621,-33.9039575,-27.98365238,-27.96748219,-27.2170681,-32.5196887,-27.74523016,-29.83012396,-27.80805067,-31.65683648,-27.89743858,-28.29100469,-32.33687795,-27.5301862,-28.04144154,-29.84378862,-27.75,-28.04,-28.90,-29.31,-28.42,-28.93,-27.94,-28.26
24954000,-28.74,-29.55604694,-30.21604899,-30.54647,-29.5356655,-28.58243038,-30.4475358,-30.37460667,-32.8990674,-28.86437491,-33.36365492,-29.32807275,-29.29335979,-28.48099172,-34.51589738,-29.0559545,-31.44738519,-29.12009454,-33.42114713,-29.21820631,-29.63602846,-33.44397574,-28.82878466,-29.35478494,-31.48328743,-29.06,-29.37,-29.75,-30.24,-29.06,-29.58,-28.53,-28.91
25952000,-30.11,-30.51844483,-31.63733404,-32.00052496,-30.93279413,-29.92979353,-31.88711218,-31.83187288,-34.69332072,-30.18553325,-35.58502198,-30.67976348,-30.68068126,-29.81227544,-36.45031292,-30.41335416,-33.15982852,-30.49764838,-35.09085111,-30.58985019,-31.00606072,-34.40198347,-30.16834743,-30.73488698,-33.13220312,-30.44,-30.75,-30.57,-31.19,-30.03,-30.55,-29.63,-29.90
26950000,-31.55,-31.03552959,-33.15155657,-33.48734215,-32.34960859,-31.34480789,-33.35141761,-33.31371418,-36.2102342,-31.5754946,-37.08172213,-32.08480301,-32.06568774,-31.18329775,-37.91638649,-31.84527075,-34.7688841,-31.90458626,-36.41949392,-31.97177727,-32.42106945,-34.97417667,-31.55306917,-32.14703485,-34.42136059,-31.86,-32.19,-31.44,-31.80,-30.70,-31.27,-30.35,-30.73
27948000,-32.99,-32.47836261,-34.64586324,-35.03853301,-33.79157523,-32.76472632,-34.8262692,-34.82891522,-37.92634297,-32.99759687,-37.26693542,-33.52920646,-33.51219379,-32.5939288,-39.32065607,-33.32214084,-36.37402906,-33.33517676,-37.84616114,-33.40488321,-33.85431373,-36.00532139,-32.95736012,-33.57572347,-35.53157012,-33.29,-33.66,-32.74,-32.96,-31.98,-32.64,-31.72,-32.05
28946000,-34.50,-33.09822072,-36.20190822,-36.60803553,-35.28603958,-34.24458078,-36.3505909,-36.4101922,-39.76749157,-34.42637292,-36.33628867,-35.0067625,-35.00634408,-34.0097871,-41.29459419,-34.80094763,-38.15581002,-34.82323822,-39.3260029,-34.86373143,-35.33662978,-37.62978387,-34.40057964,-35.04436026,-37.17653981,-34.77,-35.15,-33.98,-34.38,-33.39,-33.93,-33.01,-33.40
29944000,-36.02,-34.17414365,-37.77628174,-38.21849074,-36.81757417,-35.73177452,-37.90584997,-37.9937029,-41.87495462,-35.91241514,-36.01984884,-36.52877441,-36.51890233,-35.49708535,-43.92200247,-36.30805577,-40.15669557,-36.32185767,-39.880058,-36.34946155,-36.85375873,-37.424719,-35.91041784,-36.56576967,-39.17794705,-36.30,-36.70,-34.49,-34.75,-33.61,-34.23,-33.51,-33.92
30942000,-37.57,-35.35553512,-39.41562208,-39.88356483,-38.40631284,-37.28029003,-39.50922309,-39.64175752,-43.59826208,-37.46638364,-37.48301999,-38.09598606,-38.08453677,-37.00599796,-45.98321852,-37.88228796,-41.6572802,-37.8783872,-39.71867845,-37.90508252,-38.39739304,-37.26840822,-37.42677973,-38.12265471,-40.92856625,-37.84,-38.27,-35.57,-35.70,-34.66,-35.27,-34.65,-35.09
31940000,-39.21,-36.9398744,-41.0655095,-41.58340274,-40.0500151,-38.89096609,-41.13663597,-41.30371291,-44.69550126,-39.03057658,-39.3898464,-39.6992274,-39.69781894,-38.58094084,-47.92832728,-39.5093835,-42.52891837,-39.48766174,-39.30302527,-39.45901267,-40.00168484,-37.20087731,-38.99202605,-39.72780773,-42.40472587,-39.45,-39.90,-37.05,-37.08,-36.14,-36.78,-36.18,-36.59
32938000,-40.88,-38.49403346,-42.76194102,-43.34433827,-41.70738768,-40.52769789,-42.81259667,-43.01613045,-45.22128241,-40.67331974,-40.0681198,-41.35316411,-41.35427111,-40.16514842,-47.92447962,-41.17570537,-42.9367781,-41.12579633,-39.29932338,-41.1057453,-41.63043991,-38.05804849,-40.60217419,-41.36479752,-43.30688968,-41.11,-41.59,-38.61,-38.63,-37.78,-38.42,-37.78,-38.20
33936000,-42.61,-40.3359501,-44.48302155,-45.16723199,-43.46616745,-42.23892794,-44.53846901,-44.7874636,-46.02612886,-42.3440836,-41.00027251,-43.06099493,-43.07413535,-41.84422435,-49.19994424,-42.92299892,-43.31012172,-42.84591964,-39.84468347,-42.80967125,-43.34948676,-39.42373257,-42.30069599,-43.09318812,-44.29632574,-42.79,-43.31,-40.28,-40.30,-39.56,-40.20,-39.48,-39.91
34934000,-44.43,-42.24453207,-46.22595806,-47.0430734,-45.28423619,-44.01867619,-46.34578443,-46.59056036,-45.86686245,-44.08368987,-41.67333881,-44.81555067,-44.84179215,-43.56381717,-51.80644914,-44.7279293,-43.37286249,-44.64660059,-40.55110738,-44.57841652,-45.10281795,-40.49176121,-44.05979277,-44.89329008,-46.4795946,-44.55,-45.11,-42.00,-42.02,-41.19,-41.84,-41.23,-41.63
35932000,-46.30,-44.28653495,-48.05819119,-48.97666032,-47.18298421,-45.87554213,-48.18838355,-48.43895409,-44.92124906,-45.91541115,-43.33256603,-46.66141926,-46.71100757,-45.35608778,-51.38755336,-46.5772374,-43.58446319,-46.47862978,-41.81097196,-46.38403223,-46.95119133,-42.43953339,-45.88199915,-46.73998861,-47.69646166,-46.40,-47.00,-43.89,-43.91,-42.96,-43.62,-43.16,-43.52
36930000,-48.18,-46.3778059,-49.95781068,-50.99617817,-49.13702382,-47.79044794,-50.1177448,-50.32101427,-44.55822713,-47.80671157,-45.30913481,-48.56999576,-48.61289775,-47.20086474,-49.40937032,-48.49083537,-44.33533705,-48.36686662,-43.46851457,-48.26113727,-48.85354518,-44.57401665,-47.72785955,-48.63325748,-48.31648038,-48.31,-48.95,-45.87,-45.97,-44.99,-45.69,-45.21,-45.53
37928000,-50.14,-48.50568792,-51.90285608,-53.08944773,-51.08381317,-49.74982376,-52.09467022,-52.27871732,-44.89275231,-49.70410827,-47.92640423,-50.61105198,-50.63657803,-49.16645687,-48.29217735,-50.51655329,-45.57503764,-50.35597267,-45.28449966,-50.19148919,-50.84930084,-46.47781994,-49.64616994,-50.58562324,-49.2458533,-50.25,-50.92,-47.94,-48.10,-47.10,-47.83,-47.31,-47.63
38926000,-52.27,-50.65306141,-53.93488447,-55.28152983,-53.16777079,-51.71638178,-54.16655034,-54.28328293,-45.98805674,-51.61872143,-49.8183682,-52.72177279,-52.71180263,-51.20354426,-48.31486588,-52.66090544,-47.07526599,-52.4611121,-47.1304552,-52.23942914,-52.91384458,-48.25840191,-51.65710216,-52.66125058,-50.59118598,-52.30,-53.00,-50.04,-50.28,-49.25,-49.99,-49.41,-49.75
39924000,-54.49,-52.80913768,-56.0150432,-57.55482106,-55.42104148,-53.93243489,-56.32085681,-56.36607482,-47.16565463,-53.79736757,-52.02026624,-54.94062979,-54.94540277,-53.3924653,-48.02815054,-54.92618748,-48.62450066,-54.71212244,-49.09375192,-54.43656202,-55.1377308,-49.84461977,-53.81931328,-54.87161215,-52.15725547,-54.47,-55.26,-52.21,-52.54,-51.35,-52.23,-51.51,-51.82
40922000,-56.98,-54.75117133,-58.17343782,-59.93524372,-57.85183099,-56.31661341,-58.57545394,-58.52199133,-48.54854931,-56.13306895,-54.4018045,-57.3302898,-57.37329629,-55.70525665,-48.8361001,-57.34162482,-50.52770193,-57.12379959,-51.19149262,-56.81310764,-57.43221239,-51.30111438,-56.18487164,-57.24278963,-53.65324309,-56.77,-57.65,-54.36,-54.78,-53.42,-54.37,-53.60,-53.82
41920000,-59.59,-56.59254889,-60.42373559,-62.42071768,-60.42513451,-58.83382015,-60.93818739,-60.74262172,-50.04474062,-58.618522,-56.80356172,-59.79306069,-59.81083404,-58.10333178,-50.05055751,-59.81136428,-52.6178854,-59.63070034,-53.51996745,-59.26403062,-59.86190462,-53.11860135,-58.65624408,-59.73183772,-54.78221512,-59.17,-60.11,-56.50,-56.96,-55.47,-56.47,-55.65,-55.89
42918000,-62.29,-58.602349,-62.75068113,-65.07323212,-63.0625262,-61.44570823,-63.43779117,-63.16248503,-51.8983983,-61.13830683,-59.2050417,-62.38246927,-62.46809616,-60.68892031,-51.91088594,-62.48218797,-54.86710342,-62.33974052,-56.00130168,-61.89395086,-62.42340751,-55.424184,-61.27009625,-62.39033098,-56.21151178,-61.72,-62.72,-58.71,-59.16,-57.57,-58.67,-57.74,-57.99
43916000,-65.16,-60.97369451,-65.15217771,-67.83807447,-65.99242633,-64.26157488,-66.04434767,-65.65005741,-54.00444221,-63.75105239,-62.00028225,-65.19806012,-65.38126546,-63.46679521,-53.96138831,-65.39055923,-57.12716491,-65.23595597,-58.48503134,-64.69560728,-65.24354373,-57.99429362,-64.02129396,-65.20439085,-58.16190419,-64.45,-65.61,-61.20,-61.63,-59.74,-60.85,-60.06,-60.25
44914000,-68.15,-63.30188128,-67.6380866,-70.72048344,-68.9605205,-67.23813199,-68.83194876,-68.19551598,-56.16031789,-66.624106,-65.08271289,-68.26109753,-68.51592116,-66.4195467,-56.40940066,-68.51487576,-59.49291321,-68.347882,-61.10246672,-67.58573097,-68.28375698,-60.55959463,-66.97573658,-68.25178885,-59.90950553,-67.41,-68.71,-63.61,-63.84,-61.75,-62.89,-62.35,-62.36
45912000,-71.60,-65.96289348,-70.16031136,-73.72704957,-72.44615299,-70.60403304,-71.80535563,-70.85159258,-58.51833188,-69.78581159,-67.65505694,-71.64698827,-71.95203109,-69.61334795,-59.32005449,-71.94972073,-61.94360247,-71.89073468,-63.85279049,-70.9245364,-71.68506314,-63.40390889,-70.36809318,-71.68645309,-62.05812577,-70.67,-72.16,-66.35,-66.46,-64.48,-65.65,-65.14,-64.98
46910000,-75.37,-68.46280976,-72.69121358,-76.83375809,-75.85902367,-74.07193982,-74.98559222,-73.64350043,-61.09095375,-72.96807445,-69.09322358,-75.09970265,-75.60921581,-73.08363334,-62.30689954,-75.63108929,-64.56963978,-75.71723295,-66.80205081,-74.39255808,-75.17952419,-66.30527973,-73.83544999,-75.26214886,-64.10055537,-74.15,-75.84,-68.97,-69.29,-67.07,-68.41,-67.89,-67.59
47908000,-79.48,-71.37691889,-75.34015524,-79.98077974,-79.2548418,-77.54228637,-78.35025127,-76.5962399,-63.71862734,-76.68051377,-70.11530128,-78.6873052,-79.63483075,-76.76094315,-65.52590195,-79.76835874,-67.34901184,-79.89219475,-69.76830314,-78.2113777,-78.85519881,-69.13973761,-77.82362553,-79.19712861,-66.32916844,-77.94,-79.82,-71.59,-72.37,-69.60,-71.25,-70.62,-70.29
48906000,-84.16,-74.15894338,-78.14840866,-83.15119394,-83.14066953,-81.40154141,-81.99278508,-79.64491491,-66.57285372,-80.27133515,-71.33968338,-82.2833074,-83.70295436,-80.35152417,-69.14554184,-84.02552399,-70.36024527,-84.29226793,-72.92861217,-82.22912669,-82.70424679,-72.01022853,-81.99644413,-83.23312691,-68.81217636,-81.68,-83.65,-74.49,-75.51,-72.06,-73.82,-73.21,-72.68
49904000,-88.61,-76.26110756,-81.00725835,-87.05405053,-86.12446864,-85.07049225,-85.89243827,-82.79573954,-69.45197496,-83.79292268,-72.99467956,-85.3886095,-86.95532185,-83.42272566,-72.85484589,-87.71044877,-73.53978877,-87.82141247,-76.15511984,-84.97918028,-85.62681449,-74.68720202,-85.16441846,-86.45222766,-71.22688692,-84.74,-86.99,-77.21,-78.16,-73.80,-75.81,-75.15,-74.23
50902000,-92.65,-76.80379118,-83.87208299,-90.53094128,-89.62068833,-88.91734776,-90.14005154,-86.07552177,-72.38933727,-87.15529859,-74.52083223,-88.3473532,-89.384147,-86.01371422,-76.57944274,-90.88098425,-77.07465384,-91.16681824,-79.38340043,-87.92839376,-88.7865048,-77.69398336,-87.76927414,-90.13545477,-73.86890587,-87.69,-90.27,-79.13,-79.68,-74.36,-76.51,-76.25,-75.11
51900000,-98.39,-78.05225855,-86.74886024,-93.73668789,-95.44771532,-94.69936988,-94.69768482,-89.36595662,-75.12004319,-92.78628082,-77.18537697,-93.5314966,-94.96194296,-90.81274316,-80.59931499,-96.97831956,-80.52427738,-97.20471434,-82.92097389,-93.62979952,-94.39092797,-81.25145139,-93.13382515,-95.70884766,-76.58561985,-92.58,-95.88,-80.87,-80.57,-75.59,-78.12,-78.06,-77.12
52898000,-105.92,-80.62236859,-89.40436719,-96.48863927,-101.2991686,-101.3756767,-99.46876252,-92.45047241,-77.61448667,-99.55267022,-79.27467462,-99.97258626,-102.1111157,-96.94749741,-85.55233336,-104.4507059,-83.71456752,-105.0384951,-86.36714793,-100.1831464,-100.9402476,-84.82315771,-99.99028124,-102.6341398,-79.49499323,-98.46,-102.56,-82.86,-82.50,-78.40,-81.34,-80.84,-79.64
53896000,-115.09,-81.95125706,-91.56036135,-98.59568956,-108.4388235,-108.0947332,-104.2440216,-95.17364488,-80.47453052,-107.0597239,-81.00181093,-107.1718786,-109.4280221,-103.3273866,-89.40641769,-112.6099754,-87.15811589,-112.9298896,-90.03015593,-106.8064506,-108.2283673,-88.23196406,-106.8984442,-109.859356,-82.01647248,-104.62,-109.41,-84.10,-84.16,-80.60,-83.42,-82.48,-81.12
54894000,-126.61,-83.63019776,-93.05686757,-100.0878042,-113.4931877,-114.4185772,-108.4683339,-97.37434887,-82.81391908,-115.6388524,-81.08725693,-115.1791207,-116.3178822,-109.9654635,-92.36928339,-121.5877513,-90.33576905,-120.7014334,-92.52030866,-113.2273183,-115.8047508,-91.32175966,-114.4986261,-118.400935,-84.88891496,-112.45,-118.30,-83.97,-84.08,-81.79,-84.77,-83.20,-82.22
55892000,-136.93,-85.09782808,-94.31601658,-101.4624658,-108.298779,-120.0201666,-110.5058599,-98.84754543,-84.77441282,-122.6779314,-81.23268938,-123.4660243,-119.9922627,-115.5828451,-96.54497248,-131.2698486,-93.11344588,-123.6433812,-93.97831092,-116.3040877,-122.0343873,-95.99428328,-118.8118398,-125.4768192,-88.3505574,-121.20,-127.19,-83.76,-83.87,-83.70,-86.75,-83.89,-83.66
56890000,-66.46,-87.21845758,-95.85577011,-103.8315513,-74.23954437,-113.0202644,-107.8712941,-100.196533,-86.91186184,-113.965924,-81.70740142,-124.3760277,-100.6607037,-104.2166307,-97.20555077,-120.8211122,-95.10632286,-73.20293809,-94.65460835,-99.79574691,-116.8193388,-97.60864247,-88.84107291,-99.55235262,-92.03454593,-124.02,-123.82,-85.72,-86.14,-87.21,-90.04,-86.03,-86.25
57888000,-37.08,-90.75269562,-98.18994621,-108.1269672,-54.39629276,-62.43138969,-101.4681655,-102.3050436,-89.84705888,-67.20061617,-84.01907733,-78.79914139,-60.36887204,-63.55698944,-87.04955436,-51.77597424,-97.13669277,-46.92696618,-94.88544931,-61.78047921,-65.04639161,-91.18169747,-54.25675737,-56.81204892,-95.83719893,-92.70,-72.24,-87.60,-88.43,-90.20,-92.84,-87.60,-88.55
58886000,-48.31,-93.04085186,-101.685907,-114.3847794,-57.87310133,-53.37936443,-99.22861607,-105.9524792,-92.19941445,-57.75563324,-86.35489205,-58.13797151,-57.64265117,-56.6701822,-80.67439403,-54.00655345,-98.5955258,-53.46170373,-95.48931139,-57.45207062,-54.87264131,-84.18061803,-57.19612079,-56.14345165,-99.70229109,-63.56,-56.04,-90.80,-92.27,-93.99,-96.67,-90.29,-91.75
59884000,-59.44,-93.73310423,-106.5317592,-122.124634,-65.91876066,-61.33568088,-103.2946558,-111.5402378,-94.81297071,-63.18648663,-89.48710282,-67.82533651,-66.60932895,-65.89015959,-82.33095744,-66.69448721,-100.358234,-64.04469091,-98.99848419,-66.22029181,-65.57682377,-84.45831243,-66.76763961,-65.17146919,-103.6619439,-66.53,-65.28,-93.30,-95.54,-94.99,-97.60,-90.15,-93.02
60882000,-69.67,-95.99007159,-112.7479181,-131.0244506,-74.83358436,-71.62314579,-110.7940675,-118.9793962,-97.49582151,-72.0345213,-95.11437209,-79.70477548,-76.3303332,-76.04295012,-87.0694064,-77.93808208,-102.8712944,-73.54849055,-103.5679486,-75.42859218,-76.08996519,-88.28193374,-75.99766247,-74.87150001,-107.634805,-74.82,-75.49,-95.04,-97.75,-95.25,-96.71,-89.94,-94.04
61880000,-79.69,-100.0577621,-120.0459025,-140.800007,-84.52357314,-81.64753871,-119.7332827,-127.8308168,-100.6273505,-81.8067589,-101.1363265,-91.56872846,-86.51446987,-86.18916591,-93.30648675,-89.07440042,-105.9386935,-83.42829943,-108.9949576,-85.29660774,-86.41006858,-93.95516759,-85.49078968,-85.00059385,-111.6445197,-85.02,-86.47,-99.20,-102.38,-99.08,-99.71,-93.62,-97.99
62878000,-89.37,-105.753094,-128.1800188,-151.3036739,-93.66711418,-91.45170574,-129.2741457,-137.5278207,-105.6201587,-92.35809927,-106.1631736,-103.104451,-96.95022876,-96.44744804,-101.3273183,-100.1689709,-111.6341767,-93.55881527,-116.7590489,-95.34417923,-96.81012185,-100.9753951,-95.06880338,-95.41624502,-115.460019,-95.65,-97.46,-105.83,-109.30,-104.91,-105.33,-100.01,-104.12
63876000,-98.57,-112.5223948,-137.0508312,-162.3832848,-102.8230199,-101.3378764,-139.2765124,-147.9847016,-112.1895212,-102.5674908,-112.4950191,-114.0677876,-107.1216485,-106.463351,-110.8392895,-110.9685604,-119.7960308,-103.5428207,-125.9942539,-105.2246925,-106.947325,-108.9408939,-104.7385102,-105.6710353,-119.054608,-106.03,-108.06,-113.41,-117.23,-111.25,-111.72,-107.11,-110.92
